data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5234142,706,SOM28708,28708,"15 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,"Hulugho-Kulbiyow Road",-1.0739,41.288,2,"Local Source",Other,"15 June. During an operation by the Somali military forces on Al Shabaab militants hide out in Kulbiyow, an IED explosion targeted the soldiers. No casualties occurred.",0,1561405222,SOM
5574698,706,SOM28685,28685,"14 June 2019",2019,1,Battles,"Non-state actor overtakes territory","Al Shabaab",,2,"Military Forces of Kenya (2013-)",,8,28,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,"Ceel Waaq - Ceel Adde Road",2.7301,41.1922,2,Goobjoob,National,"14 June. Al-Shabaab militants took control of a village in Ceel Waaq, Gedo region after a clash with Kenyan military forces. They also captured three Kenyan soldiers.",0,1563305284,SOM
5217059,706,SOM28686,28686,"14 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.7697,47.4308,1,Twitter,Other,"14 June. An. Unidentified armed group shot and killed nine people in Gaalkacyo.",9,1560806717,SOM
5217060,706,SOM28687,28687,"14 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.7697,47.4308,1,Twitter,Other,"14 June. An unidentified armed group killed a civilian in Gaalkacyo. The attack occurred after a separate incident in Gaalkacyo on the same day.",1,1560806717,SOM
5217061,706,SOM28688,28688,"14 June 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buur Xakaba",2.8049,44.0821,1,Calamada,Subnational,"14 June. Al Shabaab militants have killed an electoral delegate in Buur Xakaba.",1,1560806717,SOM
5217062,706,SOM28689,28689,"14 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somaliland (2010-)",,1,"Military Forces of Somalia (2017-) Puntland Security Force",,1,11,"Eastern Africa",Somalia,Sanaag,Laasqoray,,Badhan,10.7134,48.3325,1,"Local Source",Other,"14 June. Somaliland military forces and Puntland troops clashed in Badhan town.",0,1560806717,SOM
5217063,706,SOM28690,28690,"14 June 2019",2019,1,Battles,"Armed clash","Habar Jeclo Clan Militia (Somalia)",,4,"Habar Yoonis Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Dararweyne,9.7567,47.5277,1,"Local Source",Other,"14 June. The militias of Habar Jeclo and Habar Yonis clashed in Dararweyne.",0,1560806717,SOM
5217064,706,SOM28691,28691,"14 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Bakool,Xudur,,Oddur,4.1213,43.8895,1,"Local Source",Other,"14 June. Unidentified gunmen killed a soldier of the Somali military forces in Oddur.",1,1560806717,SOM
5217065,706,SOM28692,28692,"14 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,Daynile,2.0581,45.3003,1,"Local Source",Other,"14 June. An unknown armed group threw a hand grenade at Somali military forces in Daynile. Soldiers responded with gunfire.",0,1560806717,SOM
5217066,706,SOM28693,28693,"14 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,1,"Local Source",Other,"14 June. Al Shabaab militants attacked Somali military forces using heavy weapons in Golweyn. The clash lasted for half an hour.",0,1560806717,SOM
5217067,706,SOM28694,28694,"14 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Communal Militia (Somalia)",,4,"Civilians (Somalia)","Teachers (Somalia)",7,47,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Other,"14 June. A teacher was killed by unknown gunmen in Hodan. Motive for killing is said to be clan retaliation.",1,1560806717,SOM
5217068,706,SOM28695,28695,"14 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Juba",Jilib,,Barwaaqo,0.6631,42.72,1,"Local Source",Other,"14 June. Al Shabaab militants ambushed Somali military forces in Barwaaqo.",0,1560806717,SOM
5217052,706,SOM28679,28679,"13 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somaliland (2010-)",,1,13,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buur Xakaba",2.8049,44.0821,1,"Local Source",Other,"13 June. A RCIED targeted Somali military forces in Buur Xakaba but no one was injured.",0,1560806717,SOM
5217053,706,SOM28680,28680,"13 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Local Source",Other,"13 June. Al Shabaab militants and Somali military forces exchanged gunfire after the militants attacked the security forces in Qoryooley.",0,1560806717,SOM
5217054,706,SOM28681,28681,"13 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Qalimow,2.5878,45.3695,1,"Local Source",Other,"13 June. Injuries were reported after a clash between Somali soldiers and Al Shabaab in Qalimow village.",0,1560806717,SOM
5217055,706,SOM28682,28682,"13 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Gololey,2.4492,45.3542,1,"Local Source",Other,"13 June. A military vehicle traveling from Jowhar to Balcad town, hit a road side IED in Gololey village. No injuries occurred.",0,1560806717,SOM
5217056,706,SOM28683,28683,"13 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,"Ceel Muluq",3.0205,46.0758,1,"Local Source",Other,"13 June. Al Shabaab militants attacked Somali military forces in Ceel Muluq. Casualties unknown.",0,1560806717,SOM
5217057,706,SOM28684,28684,"13 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Local Source",Other,"13 June. In Baidoa, a bomb was thrown at a tea shop. Soldiers responded with gun fire in the direction of the attackers. A soldier of the Somali military forces was killed.",1,1560806717,SOM
5234133,706,SOM28699,28699,"13 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Government of Somalia (2017-)",7,37,"Eastern Africa",Somalia,"Woqooyi Galbeed",Hargeysa,,Hargeysa,9.5598,44.0668,1,"Local Source",Other,"13 June. A ICAO: International Civil Aviation Organization Somalia staff member was attacked by a gang of youth armed with clubs and machetes, as he headed to his home from mosque in Hargeysa.",0,1561405222,SOM
5217045,706,SOM28672,28672,"12 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Rahanweyn Clan Group (Somalia)",7,37,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Dhuusamarreeb,5.5376,46.3867,1,"Local Source",Other,"12 June. An unidentified armed group killed four men from Rahanweyn clan in Dhuusamarreeb town.",4,1560806717,SOM
5217046,706,SOM28673,28673,"12 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somaliland (2010-)",,1,"Military Forces of Somalia (2017-) Puntland Security Force",,1,11,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Kalabaydh,8.2424,47.2256,1,"Local Source",Other,"12 June. Puntland forces and Somaliland forces clashed in Kalabydh.",0,1560806717,SOM
5217047,706,SOM28674,28674,"12 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Somalia)",,5,,,0,50,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Local Source",Other,"12 June. In Belet Weyne, hundreds of demonstrators barricaded the road into the town, to prevent the arrival of Hirshabelle State President, Mohamed Abdi Ware. [size=100].",0,1560806717,SOM
5217048,706,SOM28675,28675,"12 June 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buur Xakaba",2.8049,44.0821,1,"Local Source",Other,"12 June. Suspected Al Shabaab militants killed a local businessman in Burr Xakaba.",1,1560806717,SOM
5217049,706,SOM28676,28676,"12 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somaliland (2010-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Kahda,2.0399,45.2384,1,"Local Source",Other,"12 June. Somali military forces, escorting the Deputy Governor of Banadir, clashed with police officers in Kahda after the police refused to let them through the checkpoint. Two police officers were injured.",0,1560806717,SOM
5217050,706,SOM28677,28677,"12 June 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Mahadaay,2.9704,45.5347,1,"Local Source",Other,"12 June. Al Shabaab abducted an unknown number of youth in Mahadaay.",0,1560806717,SOM
5217035,706,SOM28662,28662,"11 June 2019",2019,1,Battles,"Government regains territory","Military Forces of Somalia (2017-) Puntland Security Force",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Bari,Iskushuban,,Af-Urur,10.07,50.18,1,Twitter,Other,"11 June. Puntland security forces pushed al Shabaab militants out of Af-Urur and took control of the town.",0,1560806717,SOM
5217036,706,SOM28663,28663,"11 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,RiskMap,Other,"11 June. At least four Al Shabaab militants have been killed in Bardera during an operation by Somali military forces.",4,1560806717,SOM
5217037,706,SOM28664,28664,"11 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Militia (Yusuf Ahmed Hagar)",,3,13,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,Kalabeyr,4.9263,45.2172,1,"Hiiraan (Somalia)",National,"11 June. In Kalabeyr, a militia loyal to former governor of Hiraan, Yussuf Ahmed Hagar, clashed with police, killing the police commissioner of Hiraan.",1,1560806717,SOM
5217038,706,SOM28665,28665,"11 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Uganda)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,RiskMap,Other,"11 June. Al Shabaab militants ambushed the AMISOM Ugandan troops base in the town of Qoryooley, resulting in a clash. Casualties unknown.",0,1560806717,SOM
5217039,706,SOM28666,28666,"11 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somaliland (2010-)",,1,"SSC: Sool, Sanaag and Cayn Militia",,3,13,"Eastern Africa",Somalia,Sool,"Laas Caanood",,"Tuko Raq",8.5673,47.6438,1,"Local Source",Other,"11 June. The SSC: Sool, Sanaag and Cayn Militia attacked Somaliland military forces in Tuko Raq.",0,1560806717,SOM
5217040,706,SOM28667,28667,"11 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,Heliwa,2.0844,45.39,1,"Local Source",Other,"11 June. Somali government forces in Heliwa responded. with gunfire after a hand grenade was thrown at them by an unidentified attacker.",0,1560806717,SOM
5217041,706,SOM28668,28668,"11 June 2019",2019,1,Battles,"Armed clash","Ormale Clan Militia (Somalia)",,4,"Majeerteen Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Gedo,Baardheere,,Birta-dheer,1.9881,42.3853,1,"Local Source",Other,"11 June. Ormale and Majeerteen clan militias clashed over a land dispute in Birta Dheer.",0,1560806717,SOM
5217042,706,SOM28669,28669,"11 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Uganda)",,8,28,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,1,"Local Source",Other,"11 June. Al Shabaab militants ambushed AMISOM troops in Balcad, leading to a clash between the groups.",0,1560806717,SOM
5217044,706,SOM28671,28671,"11 June 2019",2019,1,"Violence against civilians",Attack,"Abgal Clan Militia (Somalia)",,4,"Civilians (Somalia)","Gaaljecel Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,1,"Local Source",Other,"11 June. In Wanla Weyne, an armed Abgal clan shot and killed a Gaaljecel man who was shopping.",1,1560806717,SOM
5217030,706,SOM28657,28657,"10 June 2019",2019,1,"Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Police Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Local Source",Other,"10 June. Suspected Al Shabaab militants threw a hand grenade at a Police Station in Belet Weyne town. No casualties occurred.",0,1560806717,SOM
5217031,706,SOM28658,28658,"10 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,Yaaqshiid,2.0678,45.35,1,"Local Source",Other,"10 June. An unidentified armed group hurled a hand grenade against Somali military soldiers in Yaaqshiid and the military reacted with gun fire. Casualties unknown.",0,1560806717,SOM
5217032,706,SOM28659,28659,"10 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,1,"Local Source",Other,"10 June. Al Shabaab militants attacked a Somali military checkpoint in the Afgooye district. The military forces repelled the attackers.",0,1560806717,SOM
5217033,706,SOM28660,28660,"10 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Mahadaay,2.9704,45.5347,2,"Local Source",Other,"10 June. Somali military forces and Al Shabaab militants fought southeast of Mahadaay. Casualties unknown.",0,1560806717,SOM
5217018,706,SOM28645,28645,"09 June 2019",2019,1,"Violence against civilians",Attack,"Marehan Clan Militia (Somalia)",,4,"Civilians (Somalia)","Habar Gedir Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,Galgaduud,Cabudwaaq,,Balanbale,5.689,45.9693,1,"Local Source",Other,"09 June. A man from the Ceyr/Habargidir clan group was shot and killed by an armed Marehan clan militia in Balanbale.",1,1560806717,SOM
5217019,706,SOM28646,28646,"09 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7809,45.4968,1,"Local Source",Other,"09 June. Suspected Al Shabaab militants attacked Somali military forces in Jowhar. Both sides also exchanged gunfire.",0,1560806717,SOM
5217020,706,SOM28647,28647,"09 June 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,Banadir,Banadir,,Daynile,2.0581,45.3003,1,"Local Source",Other,"09 June. Suspected Al Shabaab militants killed a person who was leaving a morning prayer in Daynile.",1,1560806717,SOM
5217021,706,SOM28648,28648,"09 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Other,"09 June. An unidentified armed group attacked a minibus in Hodan, killing several civilians. Unknown fatalities coded as 10.",10,1560806717,SOM
5217022,706,SOM28649,28649,"09 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Kenya (2013-)",,8,28,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Liboi,0.4099,41.0089,1,"Local Source",Other,"09 June. Kenyan military forces hit an IED in Liboi, suspected of being planted by al Shabaab.",0,1560806717,SOM
5217023,706,SOM28650,28650,"09 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,1,"Local Source",Other,"09 June. An IED, suspected of being planted by al Shabaab, detonated after a Somali military convoy passed in Belet Weyne district.",0,1560806717,SOM
5217024,706,SOM28651,28651,"09 June 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Mahadaay,2.9704,45.5347,1,"Local Source",Other,"09 June. Several people have been abducted by Al Shabaab in Mahadaay and were taken to Fidow.",0,1560806717,SOM
5217025,706,SOM28652,28652,"09 June 2019",2019,1,"Violence against civilians",Attack,"Duduble Clan Militia (Somalia)",,4,"Civilians (Somalia)","Ayr Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Bulacle,5.3329,46.4768,1,"Local Source",Other,"09 June. A civilian from the Ayr clan was killed by a Duduble clan militia in Bulacle.",1,1560806717,SOM
5217026,706,SOM28653,28653,"09 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-)",,8,28,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Other,"09 June. Al Shabaab and AMISOM troops forces clashed, when al Shabaab conducted a hit and run in Hodan. Casualties unknown.",0,1560806717,SOM
5217027,706,SOM28654,28654,"09 June 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)",,7,17,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Local Source",Other,"09 June. A soldier killed a civilian in Baidoa for unknown reasons.",1,1560806717,SOM
5217028,706,SOM28655,28655,"09 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,1,"Local Source",Other,"09 June. In Wanla Weyne, Somali police forces exchanged gun fire with an unidentified armed group. Casualties unknown.",0,1560806717,SOM
5217029,706,SOM28656,28656,"09 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Private Security Forces (Somalia)",,8,38,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,1,Calamada,National,"09 June. An explosion destroyed a tanker belonging to the Bancroft military group in Wanla Weyn.",0,1560806717,SOM
5211860,706,SOM28635,28635,"08 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Waaberi,2.0195,45.31,1,Twitter,Other,"08 June. A Somali police officer was killed by another officer in Waaberi district.",1,1560202905,SOM
5211862,706,SOM28637,28637,"08 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Bari,Iskushuban,,Noobir,10.2281,50.7895,1,Twitter,Other,"08 June. Al Shabaab militants clashed with Somali military forces in Noobir. No casualties reported.",0,1560202905,SOM
5211863,706,SOM28638,28638,"08 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Djibouti)",,8,28,"Eastern Africa",Somalia,Hiraan,Jalalaqsi,,Jalalaqsi,3.3834,45.5969,1,Twitter,Other,"08 June. In the outskirts of Jalalqsi, Al Shabaab militants have attacked and killed several AMISOM Djibouti troops. Fatalities coded as 10.",10,1560202905,SOM
5211864,706,SOM28639,28639,"08 June 2019",2019,1,Battles,"Armed clash","Gaaljecel Clan Militia (Somalia)",,4,"Gaaljecel Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,2,"Local Source",Other,"08 June. Some people were killed when two groups of the Gaal jecel clans fought each other in the Northwest of Wanla wyen. Unknown fatalities coded as 10.",10,1560202905,SOM
5217016,706,SOM28643,28643,"08 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Other,"08 June. In Hodan, two police officers exchanged gunfire. Civilians were injured in the cross-fire.",0,1560806717,SOM
5211857,706,SOM28632,28632,"07 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Other,"07 June. No casualties were reported when Al Shabaab militants clashed with Somali military forces in Hodan.",0,1560202905,SOM
5211858,706,SOM28633,28633,"07 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Danow,1.7317,44.6253,1,Calamada,National,"07 June. AMISOM troops who were passing between the Danow and Shalambood villages were targeted by a roadside explosion. Casualties on people and vehicles occurred.",0,1560202905,SOM
5211859,706,SOM28634,28634,"07 June 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7809,45.4968,1,"Local Source",Other,"07 June. Suspected Al Shabaab killed an officer from the Taxation Department of HirShabelle Administration in Jowhar district.",1,1560202905,SOM
5217014,706,SOM28641,28641,"07 June 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,"Ceel Waaq - Ceel Adde Road",2.7301,41.1922,1,"Local Source",Other,"07 June. Two groups of the Somali military clashed in Ceel Waaq. Casualties unknown.",0,1560806717,SOM
5211854,706,SOM28629,28629,"06 June 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Labour Group (Somalia)",7,17,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,Other,"06 June. Somali military forces have killed a rickshaw driver in Mogadishu. Motive unknown.",1,1560202905,SOM
5211855,706,SOM28630,28630,"06 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Local Source",Other,"06 June. Al Shabaab militants attacked Somali military forces in Qoryooley as a result of which both sides clashed for longer minutes.",0,1560202905,SOM
5211849,706,SOM28624,28624,"05 June 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,Yaaqshiid,2.0678,45.35,1,"Local Source",Other,"05 June. A hand grenade hurled at Somali military checkpoint and soldiers reacted with gunfire. Casualties unknown.",0,1560202905,SOM
5211850,706,SOM28625,28625,"05 June 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of United States",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Tortoroow,2.2524,44.6905,1,Twitter,Other,"05 June. U.S. military conducted an airstrike in the vicinity of Toratorow and killed one Al-Shabaab militant in Toratorow, Lower Shabelle region.",1,1560202905,SOM
5211851,706,SOM28626,28626,"05 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Embareeso,1.1808,44.0479,1,"Local Source",Other,"05 June. Al Shabaab militants clashed with Somali military forces in Embareeso. Casualties unknown.",0,1560202905,SOM
5211852,706,SOM28627,28627,"05 June 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,Xaaji-Cali,2.9192,46.2173,1,"Local Source",Other,"05 June. Al Shabaab militants kidnapped several young men in North of Xaalji Cali.",0,1560202905,SOM
5211853,706,SOM28628,28628,"05 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Woqooyi Galbeed",Hargeysa,,Hargeysa,9.5598,44.0668,1,"Local Source",Other,"05 June. In Hargeysa, a Somali police officer shot and killed another police officer due to an unknown cause.",1,1560202905,SOM
5211844,706,SOM28619,28619,"04 June 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Private Security Forces (Somalia)",,8,18,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Local Source",Other,"04 June. Children were injured after police forces in Baidoa town exchanged gunfire with the securities of Buurhabaka district official.",0,1560202905,SOM
5211845,706,SOM28620,28620,"04 June 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Private Security Forces (Somalia)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,K50,2.0054,44.9872,1,Calamada,National,"04 June. An explosion targeted a vehicle carrying Bancroft militias near K 50 village in Lower Shabelle, killing six militants.",6,1560202905,SOM
5211846,706,SOM28621,28621,"04 June 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,1,"Local Source",Other,"04 June. Suspected Al Shabaab militants launched a hit and run attack on Somali military forces based in Golweyne village vicinity.",0,1560202905,SOM
5211847,706,SOM28622,28622,"04 June 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Women (Somalia)",7,17,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7809,45.4968,1,"Local Source",Other,"04 June. A nine year old girl was shot and killed by a police officer in Jowhar. Motive unknown.",1,1560202905,SOM
